patch_id,labels,split,country,s1_name,s2v1_name,contains_seasonal_snow,contains_cloud_or_shadow,s2_product,s1_product,s1_mission
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_62_45,"[""Arable land"", ""Complex cultivation patterns"", ""Coniferous forest"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_62_45,S2A_MSIL2A_20170613T101031_62_45,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_62_46,"[""Arable land"", ""Complex cultivation patterns"", ""Coniferous forest"", ""Land principally occupied by agriculture, with significant areas of natural vegetation""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_62_46,S2A_MSIL2A_20170613T101031_62_46,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_62_47,"[""Arable land"", ""Complex cultivation patterns"", ""Coniferous forest"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_62_47,S2A_MSIL2A_20170613T101031_62_47,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_62_48,"[""Arable land"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_62_48,S2A_MSIL2A_20170613T101031_62_48,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_63_38,"[""Arable land"", ""Broad-leaved forest"", ""Inland waters"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Pastures"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_63_38,S2A_MSIL2A_20170613T101031_63_38,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_63_39,"[""Arable land"", ""Broad-leaved forest"", ""Inland waters"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_63_39,S2A_MSIL2A_20170613T101031_63_39,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_63_40,"[""Arable land"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_63_40,S2A_MSIL2A_20170613T101031_63_40,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_63_41,"[""Arable land"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_63_41,S2A_MSIL2A_20170613T101031_63_41,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_63_42,"[""Arable land"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_63_42,S2A_MSIL2A_20170613T101031_63_42,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_63_43,"[""Arable land"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_63_43,S2A_MSIL2A_20170613T101031_63_43,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_63_44,"[""Arable land"", ""Complex cultivation patterns"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_63_44,S2A_MSIL2A_20170613T101031_63_44,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_63_45,"[""Arable land"", ""Complex cultivation patterns"", ""Coniferous forest"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_63_45,S2A_MSIL2A_20170613T101031_63_45,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_63_46,"[""Arable land"", ""Complex cultivation patterns"", ""Coniferous forest"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_63_46,S2A_MSIL2A_20170613T101031_63_46,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_63_47,"[""Arable land"", ""Complex cultivation patterns"", ""Coniferous forest"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_63_47,S2A_MSIL2A_20170613T101031_63_47,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_63_48,"[""Arable land"", ""Complex cultivation patterns"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_63_48,S2A_MSIL2A_20170613T101031_63_48,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_63_49,"[""Arable land"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_63_49,S2A_MSIL2A_20170613T101031_63_49,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_63_50,"[""Arable land"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Pastures"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_63_50,S2A_MSIL2A_20170613T101031_63_50,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_63_51,"[""Arable land"", ""Complex cultivation patterns"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Pastures"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_63_51,S2A_MSIL2A_20170613T101031_63_51,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_63_52,"[""Arable land"", ""Complex cultivation patterns"", ""Pastures"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_63_52,S2A_MSIL2A_20170613T101031_63_52,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_63_53,"[""Arable land"", ""Complex cultivation patterns"", ""Coniferous forest"", ""Pastures""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_63_53,S2A_MSIL2A_20170613T101031_63_53,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_64_37,"[""Arable land"", ""Broad-leaved forest"", ""Inland waters"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Pastures""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_64_37,S2A_MSIL2A_20170613T101031_64_37,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_64_38,"[""Arable land"", ""Broad-leaved forest"", ""Inland waters"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Pastures"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_64_38,S2A_MSIL2A_20170613T101031_64_38,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_64_39,"[""Arable land"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_64_39,S2A_MSIL2A_20170613T101031_64_39,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_64_40,"[""Arable land"", ""Land principally occupied by agriculture, with significant areas of natural vegetation""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_64_40,S2A_MSIL2A_20170613T101031_64_40,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_64_41,"[""Arable land"", ""Land principally occupied by agriculture, with significant areas of natural vegetation""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_64_41,S2A_MSIL2A_20170613T101031_64_41,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_64_42,"[""Arable land"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_64_42,S2A_MSIL2A_20170613T101031_64_42,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_64_43,"[""Arable land"", ""Land principally occupied by agriculture, with significant areas of natural vegetation""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_64_43,S2A_MSIL2A_20170613T101031_64_43,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_64_44,"[""Arable land"", ""Coniferous forest""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_64_44,S2A_MSIL2A_20170613T101031_64_44,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_64_45,"[""Arable land"", ""Coniferous forest"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_64_45,S2A_MSIL2A_20170613T101031_64_45,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_64_46,"[""Arable land"", ""Coniferous forest"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_64_46,S2A_MSIL2A_20170613T101031_64_46,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_64_47,"[""Arable land"", ""Coniferous forest"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_64_47,S2A_MSIL2A_20170613T101031_64_47,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_64_48,"[""Arable land"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_64_48,S2A_MSIL2A_20170613T101031_64_48,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_64_49,"[""Arable land"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Pastures"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_64_49,S2A_MSIL2A_20170613T101031_64_49,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_64_50,"[""Arable land"", ""Mixed forest"", ""Pastures""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_64_50,S2A_MSIL2A_20170613T101031_64_50,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_64_51,"[""Arable land"", ""Complex cultivation patterns"", ""Mixed forest"", ""Pastures"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_64_51,S2A_MSIL2A_20170613T101031_64_51,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_64_52,"[""Arable land"", ""Complex cultivation patterns"", ""Pastures"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_64_52,S2A_MSIL2A_20170613T101031_64_52,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_64_53,"[""Arable land"", ""Pastures"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_64_53,S2A_MSIL2A_20170613T101031_64_53,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_64_54,"[""Arable land"", ""Coniferous forest"", ""Pastures"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_64_54,S2A_MSIL2A_20170613T101031_64_54,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_64_55,"[""Arable land"", ""Coniferous forest"", ""Pastures"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_64_55,S2A_MSIL2A_20170613T101031_64_55,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_64_56,"[""Coniferous forest"", ""Mixed forest"", ""Pastures""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_64_56,S2A_MSIL2A_20170613T101031_64_56,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_64_57,"[""Complex cultivation patterns"", ""Coniferous forest"", ""Mixed forest"", ""Pastures""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_64_57,S2A_MSIL2A_20170613T101031_64_57,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_65_36,"[""Arable land"", ""Broad-leaved forest"", ""Inland waters"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_65_36,S2A_MSIL2A_20170613T101031_65_36,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_65_37,"[""Arable land"", ""Broad-leaved forest"", ""Inland waters"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_65_37,S2A_MSIL2A_20170613T101031_65_37,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_65_38,"[""Arable land"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_65_38,S2A_MSIL2A_20170613T101031_65_38,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_65_39,"[""Arable land"", ""Coniferous forest""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_65_39,S2A_MSIL2A_20170613T101031_65_39,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_65_40,"[""Arable land"", ""Coniferous forest""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_65_40,S2A_MSIL2A_20170613T101031_65_40,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_65_41,"[""Arable land"", ""Mixed forest""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_65_41,S2A_MSIL2A_20170613T101031_65_41,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_65_42,"[""Arable land"", ""Mixed forest"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_65_42,S2A_MSIL2A_20170613T101031_65_42,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_65_43,"[""Arable land"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_65_43,S2A_MSIL2A_20170613T101031_65_43,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_65_44,"[""Arable land"", ""Complex cultivation patterns"", ""Land principally occupied by agriculture, with significant areas of natural vegetation""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_65_44,S2A_MSIL2A_20170613T101031_65_44,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_65_45,"[""Arable land"", ""Complex cultivation patterns"", ""Coniferous forest""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_65_45,S2A_MSIL2A_20170613T101031_65_45,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_65_46,"[""Arable land"", ""Complex cultivation patterns"", ""Coniferous forest"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_65_46,S2A_MSIL2A_20170613T101031_65_46,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_65_47,"[""Arable land"", ""Coniferous forest"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_65_47,S2A_MSIL2A_20170613T101031_65_47,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_65_48,"[""Arable land"", ""Coniferous forest"", ""Land principally occupied by agriculture, with significant areas of natural vegetation""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_65_48,S2A_MSIL2A_20170613T101031_65_48,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_65_49,"[""Arable land"", ""Coniferous forest"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_65_49,S2A_MSIL2A_20170613T101031_65_49,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_65_50,"[""Arable land"", ""Land principally occupied by agriculture, with significant areas of natural vegetation"", ""Mixed forest"", ""Pastures"", ""Urban fabric""]",test,Austria,S1A_IW_GRDH_1SDV_20170613T165043_33UUP_65_50,S2A_MSIL2A_20170613T101031_65_50,False,False,S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP,S1A_IW_GRDH_1SDV_20170613T165043,S1A
